"state_code","state","gender","post_code","force","area","category","category_code","vacancies","initial","current","allocated","left_vacancy","allocated_hc","allocated_hc_prev","key","min_marks_prev","min_marks_parta_prev","min_marks_partb_prev","min_marks_cand_dob_prev","min_marks","min_marks_parta","min_marks_partb","min_marks_cand_dob"
"18","Kerala","2","B","CISF","N","SC","1",16,16,16,NULL,NULL,NULL,NULL,"182N1","36.90547","12.5","7.75","2000-06-22",NULL,NULL,NULL,NULL
"18","Kerala","2","B","CISF","N","ST","2",3,3,3,NULL,NULL,NULL,NULL,"182N2","47.96189","21","11.75","1999-08-12",NULL,NULL,NULL,NULL
"18","Kerala","2","B","CISF","N","ESM","3",16,16,16,NULL,NULL,NULL,NULL,"182N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"18","Kerala","2","B","CISF","N","OBC","6",44,44,44,NULL,NULL,NULL,NULL,"182N6","40.71156","16.25","5.5","2006-08-13",NULL,NULL,NULL,NULL
"18","Kerala","2","B","CISF","N","UR","9",84,84,84,NULL,NULL,NULL,NULL,"182N9","48.05089","25.75","1","2002-02-15",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","G","EWS","0",19,19,19,NULL,NULL,NULL,NULL,"182G0","40.50062","6.25","6.25","2005-10-01",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","G","SC","1",19,19,19,NULL,NULL,NULL,NULL,"182G1","51.31907","17","9.25","2002-12-17",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","G","ST","2",2,2,2,NULL,NULL,NULL,NULL,"182G2","56.03384","19.75","17.5","2000-10-23",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","G","ESM","3",19,19,19,NULL,NULL,NULL,NULL,"182G3","38.17905","7.75","-0.25","1983-09-15",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","G","OBC","6",51,51,51,NULL,NULL,NULL,NULL,"182G6","58.75999","23.25","7","2002-11-07",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","G","UR","9",99,99,99,NULL,NULL,NULL,NULL,"182G9","58.91051","22","8.5","2005-09-01",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","N","EWS","0",12,12,12,NULL,NULL,NULL,NULL,"182N0","41.54806","23.5","0.75","2006-03-20",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","N","SC","1",12,12,12,NULL,NULL,NULL,NULL,"182N1","36.90547","12.5","7.75","2000-06-22",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","N","ST","2",1,1,1,NULL,NULL,NULL,NULL,"182N2","47.96189","21","11.75","1999-08-12",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","N","ESM","3",12,12,12,NULL,NULL,NULL,NULL,"182N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","N","OBC","6",33,33,33,NULL,NULL,NULL,NULL,"182N6","40.71156","16.25","5.5","2006-08-13",NULL,NULL,NULL,NULL
"18","Kerala","2","C","CRPF","N","UR","9",65,65,65,NULL,NULL,NULL,NULL,"182N9","48.05089","25.75","1","2002-02-15",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","G","EWS","0",2,2,2,NULL,NULL,NULL,NULL,"182G0","40.50062","6.25","6.25","2005-10-01",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","G","SC","1",2,2,2,NULL,NULL,NULL,NULL,"182G1","51.31907","17","9.25","2002-12-17",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","G","ESM","3",2,2,2,NULL,NULL,NULL,NULL,"182G3","38.17905","7.75","-0.25","1983-09-15",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","G","OBC","6",5,5,5,NULL,NULL,NULL,NULL,"182G6","58.75999","23.25","7","2002-11-07",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","G","UR","9",10,10,10,NULL,NULL,NULL,NULL,"182G9","58.91051","22","8.5","2005-09-01",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","N","EWS","0",2,2,2,NULL,NULL,NULL,NULL,"182N0","41.54806","23.5","0.75","2006-03-20",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","N","SC","1",4,4,4,NULL,NULL,NULL,NULL,"182N1","36.90547","12.5","7.75","2000-06-22",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","N","ESM","3",2,2,2,NULL,NULL,NULL,NULL,"182N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","N","OBC","6",3,3,3,NULL,NULL,NULL,NULL,"182N6","40.71156","16.25","5.5","2006-08-13",NULL,NULL,NULL,NULL
"18","Kerala","2","D","SSB","N","UR","9",6,6,6,NULL,NULL,NULL,NULL,"182N9","48.05089","25.75","1","2002-02-15",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","G","EWS","0",5,5,5,NULL,NULL,NULL,NULL,"182G0","40.50062","6.25","6.25","2005-10-01",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","G","SC","1",5,5,5,NULL,NULL,NULL,NULL,"182G1","51.31907","17","9.25","2002-12-17",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","G","ESM","3",5,5,5,NULL,NULL,NULL,NULL,"182G3","38.17905","7.75","-0.25","1983-09-15",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","G","OBC","6",13,13,13,NULL,NULL,NULL,NULL,"182G6","58.75999","23.25","7","2002-11-07",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","G","UR","9",23,23,23,NULL,NULL,NULL,NULL,"182G9","58.91051","22","8.5","2005-09-01",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","N","EWS","0",3,3,3,NULL,NULL,NULL,NULL,"182N0","41.54806","23.5","0.75","2006-03-20",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","N","SC","1",3,3,3,NULL,NULL,NULL,NULL,"182N1","36.90547","12.5","7.75","2000-06-22",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","N","ESM","3",3,3,3,NULL,NULL,NULL,NULL,"182N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","N","OBC","6",8,8,8,NULL,NULL,NULL,NULL,"182N6","40.71156","16.25","5.5","2006-08-13",NULL,NULL,NULL,NULL
"18","Kerala","2","E","ITBP","N","UR","9",15,15,15,NULL,NULL,NULL,NULL,"182N9","48.05089","25.75","1","2002-02-15",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","G","EWS","0",3,3,3,NULL,NULL,NULL,NULL,"182G0","40.50062","6.25","6.25","2005-10-01",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","G","SC","1",3,3,3,NULL,NULL,NULL,NULL,"182G1","51.31907","17","9.25","2002-12-17",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","G","ST","2",1,1,1,NULL,NULL,NULL,NULL,"182G2","56.03384","19.75","17.5","2000-10-23",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","G","ESM","3",3,3,3,NULL,NULL,NULL,NULL,"182G3","38.17905","7.75","-0.25","1983-09-15",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","G","OBC","6",7,7,7,NULL,NULL,NULL,NULL,"182G6","58.75999","23.25","7","2002-11-07",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","G","UR","9",12,12,12,NULL,NULL,NULL,NULL,"182G9","58.91051","22","8.5","2005-09-01",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","N","EWS","0",2,2,2,NULL,NULL,NULL,NULL,"182N0","41.54806","23.5","0.75","2006-03-20",NULL,NULL,NULL,NULL
"25","Nagaland","1","F","AR","B","OBC","6",1,1,1,NULL,NULL,NULL,NULL,"251B6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","N","SC","1",2,2,2,NULL,NULL,NULL,NULL,"182N1","36.90547","12.5","7.75","2000-06-22",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","N","ST","2",1,1,1,NULL,NULL,NULL,NULL,"182N2","47.96189","21","11.75","1999-08-12",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","N","ESM","3",2,2,2,NULL,NULL,NULL,NULL,"182N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","N","OBC","6",5,5,5,NULL,NULL,NULL,NULL,"182N6","40.71156","16.25","5.5","2006-08-13",NULL,NULL,NULL,NULL
"18","Kerala","2","F","AR","N","UR","9",9,9,9,NULL,NULL,NULL,NULL,"182N9","48.05089","25.75","1","2002-02-15",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","G","EWS","0",5,5,5,NULL,NULL,NULL,NULL,"21G0","79.53324","37.75","5.75","2003-06-13",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","G","SC","1",8,8,8,NULL,NULL,NULL,NULL,"21G1","84.29708","37.75","11.75","2000-12-11",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","G","ST","2",3,3,3,NULL,NULL,NULL,NULL,"21G2","80.38764","33.75","10.25","1998-01-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","G","ESM","3",5,5,5,NULL,NULL,NULL,NULL,"21G3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","G","OBC","6",13,13,13,NULL,NULL,NULL,NULL,"21G6","91.38997","25","15.5","2000-08-01",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","G","UR","9",19,19,19,NULL,NULL,NULL,NULL,"21G9","92.98788","35.75","6.75","2002-05-20",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","N","EWS","0",1,1,1,NULL,NULL,NULL,NULL,"21N0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","N","SC","1",3,3,3,NULL,NULL,NULL,NULL,"21N1","55.03984","18.25","20.5","1997-02-05",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","N","ESM","3",1,1,1,NULL,NULL,NULL,NULL,"21N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","N","OBC","6",2,2,2,NULL,NULL,NULL,NULL,"21N6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","A","BSF","N","UR","9",2,2,2,NULL,NULL,NULL,NULL,"21N9","63.32846","25.5","14","2002-05-31",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","G","EWS","0",3,3,3,NULL,NULL,NULL,NULL,"21G0","79.53324","37.75","5.75","2003-06-13",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","G","SC","1",5,5,5,NULL,NULL,NULL,NULL,"21G1","84.29708","37.75","11.75","2000-12-11",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","G","ST","2",2,2,2,NULL,NULL,NULL,NULL,"21G2","80.38764","33.75","10.25","1998-01-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","G","ESM","3",3,3,3,NULL,NULL,NULL,NULL,"21G3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","G","OBC","6",9,9,9,NULL,NULL,NULL,NULL,"21G6","91.38997","25","15.5","2000-08-01",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","G","UR","9",14,14,14,NULL,NULL,NULL,NULL,"21G9","92.98788","35.75","6.75","2002-05-20",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","N","SC","1",1,1,1,NULL,NULL,NULL,NULL,"21N1","55.03984","18.25","20.5","1997-02-05",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","N","OBC","6",1,1,1,NULL,NULL,NULL,NULL,"21N6",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","B","CISF","N","UR","9",2,2,2,NULL,NULL,NULL,NULL,"21N9","63.32846","25.5","14","2002-05-31",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","C","CRPF","G","EWS","0",1,1,1,NULL,NULL,NULL,NULL,"21G0","79.53324","37.75","5.75","2003-06-13",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","C","CRPF","G","SC","1",2,2,2,NULL,NULL,NULL,NULL,"21G1","84.29708","37.75","11.75","2000-12-11",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","C","CRPF","G","ST","2",1,1,1,NULL,NULL,NULL,NULL,"21G2","80.38764","33.75","10.25","1998-01-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","C","CRPF","G","ESM","3",1,1,1,NULL,NULL,NULL,NULL,"21G3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","C","CRPF","G","OBC","6",3,3,3,NULL,NULL,NULL,NULL,"21G6","91.38997","25","15.5","2000-08-01",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","C","CRPF","G","UR","9",5,5,5,NULL,NULL,NULL,NULL,"21G9","92.98788","35.75","6.75","2002-05-20",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","C","CRPF","N","UR","9",1,1,1,NULL,NULL,NULL,NULL,"21N9","63.32846","25.5","14","2002-05-31",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","G","EWS","0",1,1,1,NULL,NULL,NULL,NULL,"21G0","79.53324","37.75","5.75","2003-06-13",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","G","SC","1",1,1,1,NULL,NULL,NULL,NULL,"21G1","84.29708","37.75","11.75","2000-12-11",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","G","ST","2",1,1,1,NULL,NULL,NULL,NULL,"21G2","80.38764","33.75","10.25","1998-01-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","G","ESM","3",1,1,1,NULL,NULL,NULL,NULL,"21G3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","G","OBC","6",2,2,2,NULL,NULL,NULL,NULL,"21G6","91.38997","25","15.5","2000-08-01",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","G","UR","9",5,5,5,NULL,NULL,NULL,NULL,"21G9","92.98788","35.75","6.75","2002-05-20",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","N","EWS","0",1,1,1,NULL,NULL,NULL,NULL,"21N0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","N","SC","1",6,6,6,NULL,NULL,NULL,NULL,"21N1","55.03984","18.25","20.5","1997-02-05",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","E","ITBP","N","ESM","3",1,1,1,NULL,NULL,NULL,NULL,"21N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","F","AR","G","OBC","6",1,1,1,NULL,NULL,NULL,NULL,"21G6","91.38997","25","15.5","2000-08-01",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","1","F","AR","G","UR","9",1,1,1,NULL,NULL,NULL,NULL,"21G9","92.98788","35.75","6.75","2002-05-20",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","G","EWS","0",27,27,27,NULL,NULL,NULL,NULL,"22G0","64.0039","18.5","3.25","2004-06-10",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","G","SC","1",43,43,43,NULL,NULL,NULL,NULL,"22G1","70.28212","20.75","22.25","1998-05-21",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","G","ST","2",19,19,19,NULL,NULL,NULL,NULL,"22G2","69.08777","24.25","19.75","2002-03-15",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","G","ESM","3",27,27,27,NULL,NULL,NULL,NULL,"22G3","32.42489","6.25","15.25","1981-11-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","G","OBC","6",73,73,73,NULL,NULL,NULL,NULL,"22G6","83.80045","24.25","22","1999-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","G","UR","9",109,109,109,NULL,NULL,NULL,NULL,"22G9","83.11954","40","13","2002-06-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","N","EWS","0",3,3,3,NULL,NULL,NULL,NULL,"22N0","47.25625","15.25","17.5","2004-01-22",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","N","SC","1",6,6,6,NULL,NULL,NULL,NULL,"22N1","41.7846","23","7","2001-03-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","N","ST","2",2,2,2,NULL,NULL,NULL,NULL,"22N2","69.32191","31","13.25","1998-07-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","N","ESM","3",3,3,3,NULL,NULL,NULL,NULL,"22N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","N","OBC","6",9,9,9,NULL,NULL,NULL,NULL,"22N6","47.47949","20","13.25","2002-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","A","BSF","N","UR","9",14,14,14,NULL,NULL,NULL,NULL,"22N9","50.18089","25.5","3.25","2004-04-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","G","EWS","0",30,30,30,NULL,NULL,NULL,NULL,"22G0","64.0039","18.5","3.25","2004-06-10",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","G","SC","1",48,48,48,NULL,NULL,NULL,NULL,"22G1","70.28212","20.75","22.25","1998-05-21",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","G","ST","2",21,21,21,NULL,NULL,NULL,NULL,"22G2","69.08777","24.25","19.75","2002-03-15",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","G","ESM","3",30,30,30,NULL,NULL,NULL,NULL,"22G3","32.42489","6.25","15.25","1981-11-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","G","OBC","6",81,81,81,NULL,NULL,NULL,NULL,"22G6","83.80045","24.25","22","1999-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","G","UR","9",121,121,121,NULL,NULL,NULL,NULL,"22G9","83.11954","40","13","2002-06-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","N","EWS","0",4,4,4,NULL,NULL,NULL,NULL,"22N0","47.25625","15.25","17.5","2004-01-22",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","N","SC","1",6,6,6,NULL,NULL,NULL,NULL,"22N1","41.7846","23","7","2001-03-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","N","ST","2",3,3,3,NULL,NULL,NULL,NULL,"22N2","69.32191","31","13.25","1998-07-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","N","ESM","3",4,4,4,NULL,NULL,NULL,NULL,"22N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","N","OBC","6",10,10,10,NULL,NULL,NULL,NULL,"22N6","47.47949","20","13.25","2002-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","B","CISF","N","UR","9",15,15,15,NULL,NULL,NULL,NULL,"22N9","50.18089","25.5","3.25","2004-04-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","G","EWS","0",28,28,28,NULL,NULL,NULL,NULL,"22G0","64.0039","18.5","3.25","2004-06-10",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","G","SC","1",45,45,45,NULL,NULL,NULL,NULL,"22G1","70.28212","20.75","22.25","1998-05-21",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","G","ST","2",20,20,20,NULL,NULL,NULL,NULL,"22G2","69.08777","24.25","19.75","2002-03-15",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","G","ESM","3",28,28,28,NULL,NULL,NULL,NULL,"22G3","32.42489","6.25","15.25","1981-11-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","G","OBC","6",76,76,76,NULL,NULL,NULL,NULL,"22G6","83.80045","24.25","22","1999-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","G","UR","9",111,111,111,NULL,NULL,NULL,NULL,"22G9","83.11954","40","13","2002-06-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","N","EWS","0",4,4,4,NULL,NULL,NULL,NULL,"22N0","47.25625","15.25","17.5","2004-01-22",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","N","SC","1",6,6,6,NULL,NULL,NULL,NULL,"22N1","41.7846","23","7","2001-03-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","N","ST","2",2,2,2,NULL,NULL,NULL,NULL,"22N2","69.32191","31","13.25","1998-07-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","N","ESM","3",4,4,4,NULL,NULL,NULL,NULL,"22N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","N","OBC","6",9,9,9,NULL,NULL,NULL,NULL,"22N6","47.47949","20","13.25","2002-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","C","CRPF","N","UR","9",14,14,14,NULL,NULL,NULL,NULL,"22N9","50.18089","25.5","3.25","2004-04-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","G","EWS","0",2,2,2,NULL,NULL,NULL,NULL,"22G0","64.0039","18.5","3.25","2004-06-10",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","G","SC","1",2,2,2,NULL,NULL,NULL,NULL,"22G1","70.28212","20.75","22.25","1998-05-21",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","G","ST","2",1,1,1,NULL,NULL,NULL,NULL,"22G2","69.08777","24.25","19.75","2002-03-15",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","G","ESM","3",2,2,2,NULL,NULL,NULL,NULL,"22G3","32.42489","6.25","15.25","1981-11-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","G","OBC","6",5,5,5,NULL,NULL,NULL,NULL,"22G6","83.80045","24.25","22","1999-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","G","UR","9",7,7,7,NULL,NULL,NULL,NULL,"22G9","83.11954","40","13","2002-06-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","N","OBC","6",1,1,1,NULL,NULL,NULL,NULL,"22N6","47.47949","20","13.25","2002-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","D","SSB","N","UR","9",1,1,1,NULL,NULL,NULL,NULL,"22N9","50.18089","25.5","3.25","2004-04-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","G","EWS","0",5,5,5,NULL,NULL,NULL,NULL,"22G0","64.0039","18.5","3.25","2004-06-10",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","G","SC","1",8,8,8,NULL,NULL,NULL,NULL,"22G1","70.28212","20.75","22.25","1998-05-21",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","G","ST","2",4,4,4,NULL,NULL,NULL,NULL,"22G2","69.08777","24.25","19.75","2002-03-15",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","G","ESM","3",5,5,5,NULL,NULL,NULL,NULL,"22G3","32.42489","6.25","15.25","1981-11-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","G","OBC","6",14,14,14,NULL,NULL,NULL,NULL,"22G6","83.80045","24.25","22","1999-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","G","UR","9",21,21,21,NULL,NULL,NULL,NULL,"22G9","83.11954","40","13","2002-06-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","N","EWS","0",1,1,1,NULL,NULL,NULL,NULL,"22N0","47.25625","15.25","17.5","2004-01-22",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","N","SC","1",1,1,1,NULL,NULL,NULL,NULL,"22N1","41.7846","23","7","2001-03-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","N","ESM","3",1,1,1,NULL,NULL,NULL,NULL,"22N3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","N","OBC","6",2,2,2,NULL,NULL,NULL,NULL,"22N6","47.47949","20","13.25","2002-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","E","ITBP","N","UR","9",2,2,2,NULL,NULL,NULL,NULL,"22N9","50.18089","25.5","3.25","2004-04-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","G","EWS","0",2,2,2,NULL,NULL,NULL,NULL,"22G0","64.0039","18.5","3.25","2004-06-10",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","G","SC","1",4,4,4,NULL,NULL,NULL,NULL,"22G1","70.28212","20.75","22.25","1998-05-21",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","G","ST","2",2,2,2,NULL,NULL,NULL,NULL,"22G2","69.08777","24.25","19.75","2002-03-15",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","G","ESM","3",2,2,2,NULL,NULL,NULL,NULL,"22G3","32.42489","6.25","15.25","1981-11-16",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","G","OBC","6",6,6,6,NULL,NULL,NULL,NULL,"22G6","83.80045","24.25","22","1999-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","G","UR","9",9,9,9,NULL,NULL,NULL,NULL,"22G9","83.11954","40","13","2002-06-08",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","N","SC","1",1,1,1,NULL,NULL,NULL,NULL,"22N1","41.7846","23","7","2001-03-07",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","N","OBC","6",1,1,1,NULL,NULL,NULL,NULL,"22N6","47.47949","20","13.25","2002-06-30",NULL,NULL,NULL,NULL
"2","Andhra Pradesh ","2","F","AR","N","UR","9",1,1,1,NULL,NULL,NULL,NULL,"22N9","50.18089","25.5","3.25","2004-04-16",NULL,NULL,NULL,NULL
"20","Madhya Pradesh","1","A","BSF","G","EWS","0",7,7,7,NULL,NULL,NULL,NULL,"201G0","124.64455","37.75","13","2002-10-20",NULL,NULL,NULL,NULL
"20","Madhya Pradesh","1","A","BSF","G","SC","1",11,11,11,NULL,NULL,NULL,NULL,"201G1","116.68159","28.75","17.5","2002-08-18",NULL,NULL,NULL,NULL
